Date,Open,High,Low,Close,Volume,Adj Close
2012-02-14,7.9257,7.9257,7.9257,7.925,0,7.925
2012-02-15,7.9467,7.9467,7.916,7.9257,0,7.9257
2012-02-16,7.9222,7.9222,7.9222,7.916,0,7.916
2012-02-17,7.9211,7.9211,7.9211,7.9222,0,7.9222
2012-02-20,7.9109,7.9109,7.9109,7.9142,0,7.9142
2012-02-21,7.9276,7.9276,7.9002,7.9255,0,7.9255
2012-02-22,7.8828,7.9053,7.8828,7.9002,0,7.9002
2012-02-23,7.9,7.9,7.9,7.9053,0,7.9053
2012-02-24,7.9002,7.9002,7.9002,7.9,0,7.9
2012-02-27,7.8931,7.8931,7.8931,7.8803,0,7.8803
2012-02-28,7.895,7.895,7.895,7.8931,0,7.8931
2012-02-29,7.8962,7.8962,7.8962,7.895,0,7.895
2012-03-01,7.9238,7.9238,7.9238,7.8962,0,7.8962
2012-03-02,7.9355,7.9355,7.9355,7.9238,0,7.9238
2012-03-05,7.9479,7.9479,7.9309,7.9485,0,7.9485
2012-03-06,7.9306,7.9306,7.9306,7.9309,0,7.9309
2012-03-07,7.9211,7.9211,7.9211,7.9306,0,7.9306
2012-03-08,7.9184,7.9184,7.9184,7.9211,0,7.9211
2012-03-09,7.9195,7.9195,7.9195,7.9184,0,7.9184
2012-03-12,7.9218,7.9218,7.9218,7.9195,0,7.9195
2012-03-13,7.911,7.911,7.911,7.9218,0,7.9218
2012-03-14,7.9114,7.9114,7.9114,7.911,0,7.911
2012-03-15,7.9253,7.9253,7.9253,7.9114,0,7.9114
2012-03-16,7.917999999999998,7.917999999999998,7.917999999999998,7.9253,0,7.9253
2012-03-19,7.9189,7.9189,7.9189,7.8585,0,7.8585
2012-03-20,7.9203,7.9203,7.9203,7.9189,0,7.9189
2012-03-21,7.9172,7.9172,7.9172,7.9203,0,7.9203
2012-03-22,7.9179,7.9179,7.9179,7.9172,0,7.9172
2012-03-23,7.9172,7.9172,7.9172,7.9179,0,7.9179
2012-03-26,7.9175,7.9175,7.8742,7.893,0,7.893
2012-03-27,7.9234,7.9234,7.9234,7.8742,0,7.8742
2012-03-28,7.9219,7.9219,7.9219,7.9234,0,7.9234
2012-03-29,7.9275,7.9275,7.9275,7.9219,0,7.9219
2012-03-30,7.9274,7.9274,7.9274,7.9275,0,7.9275
2012-04-02,7.9301,7.9301,7.9301,7.9245,0,7.9245
2012-04-03,7.9242,7.9433,7.9242,7.9301,0,7.9301
2012-04-04,7.928,7.928,7.928,7.9433,0,7.9433
2012-04-05,7.9234,7.9234,7.9234,7.928,0,7.928
2012-04-06,7.9234,7.9234,7.9234,7.928,0,7.928
2012-04-09,7.9094,7.9094,7.9094,7.9264,0,7.9264
2012-04-10,7.9148,7.9148,7.9148,7.9094,0,7.9094
2012-04-11,7.9168,7.9168,7.9168,7.9148,0,7.9148
2012-04-12,7.9148,7.9148,7.9148,7.9168,0,7.9168
2012-04-13,7.9168,7.9168,7.9168,7.9148,0,7.9148
2012-04-16,7.9145,7.9145,7.9145,7.9668,0,7.9668
2012-04-17,7.9166,7.9166,7.9166,7.9145,0,7.9145
2012-04-18,7.9183,7.9252,7.9154,7.9166,0,7.9166
2012-04-19,7.9209,7.9347,7.9209,7.9252,0,7.9252
2012-04-20,7.9222,7.9222,7.9222,7.9347,0,7.9347
2012-04-23,7.9335,7.9335,7.9335,7.9028,0,7.9028
2012-04-24,7.9268,7.9268,7.9268,7.9335,0,7.9335
2012-04-25,7.9261,7.9261,7.9261,7.9268,0,7.9268
2012-04-26,7.9306,7.9306,7.9306,7.9261,0,7.9261
2012-04-27,7.9247,7.9247,7.9247,7.9433,0,7.9433
2012-04-30,7.9085,7.9273,7.9085,7.91,0,7.91
2012-05-01,7.9085,7.9273,7.9085,7.91,0,7.91
2012-05-02,7.9294,7.9294,7.9263,7.9273,0,7.9273
2012-05-03,7.9257,7.9257,7.917999999999998,7.9263,0,7.9263
2012-05-04,7.9259,7.9259,7.9259,7.917999999999998,0,7.917999999999998
2012-05-07,7.9276,7.9276,7.9276,7.956,0,7.956
2012-05-08,7.9243,7.9243,7.9243,7.9276,0,7.9276
2012-05-09,7.9268,7.9268,7.9268,7.9243,0,7.9243
2012-05-10,7.9332,7.9332,7.9332,7.9268,0,7.9268
2012-05-11,7.9254,7.9254,7.9254,7.9332,0,7.9332
2012-05-14,7.9297,7.9297,7.9297,7.9361,0,7.9361
2012-05-15,7.9268,7.9268,7.9268,7.9297,0,7.9297
2012-05-16,7.9374,7.9374,7.9374,7.9268,0,7.9268
2012-05-17,7.9198,7.945,7.9198,7.9374,0,7.9374
2012-05-18,7.9312,7.9312,7.9312,7.9462,0,7.9462
2012-05-21,7.8784,7.9416,7.8784,7.8865,0,7.8865
2012-05-22,7.9602,7.9602,7.9602,7.9159,0,7.9159
2012-05-23,7.9515,7.9515,7.9515,8.0072,0,8.0072
2012-05-24,8.0121,8.0121,7.9848,7.9979,0,7.9979
2012-05-25,7.9575,7.9575,7.9575,8.0059,0,8.0059
2012-05-28,7.9451,7.9671,7.9451,7.994,0,7.994
2012-05-29,7.9953,7.9953,7.9727,7.992000000000001,0,7.992000000000001
2012-05-30,7.9557,7.9557,7.9557,8.003,0,8.003
2012-05-31,7.9715,7.9715,7.9715,8.0113,0,8.0113
2012-06-01,7.9734,7.9734,7.9734,7.9956,0,7.9956
2012-06-04,7.9172,7.97,7.9172,7.9043,0,7.9043
2012-06-05,7.971,7.971,7.971,7.9301,0,7.9301
2012-06-06,7.9533,7.9533,7.9533,7.9588,0,7.9588
2012-06-07,7.9735,7.9735,7.9735,7.9057,0,7.9057
2012-06-08,8.0348,8.0348,7.9635,7.9857,0,7.9857
2012-06-11,7.9818,7.9825,7.9818,7.9272,0,7.9272
2012-06-12,8.0058,8.0058,8.0058,8.0389,0,8.0389
2012-06-13,7.9828,7.9828,7.9828,8.0036,0,8.0036
2012-06-14,7.9819,7.9841,7.9819,7.9597,0,7.9597
2012-06-15,7.9566,7.9566,7.9566,7.9433,0,7.9433
2012-06-18,7.8924,7.968,7.8924,7.932,0,7.932
2012-06-19,7.9655,7.9655,7.9655,7.9921,0,7.9921
2012-06-20,7.9655,7.9655,7.9655,7.9185,0,7.9185
2012-06-21,7.9693,7.9693,7.9693,7.9579,0,7.9579
2012-06-22,8.049,8.049,8.049,8.0468,0,8.0468
2012-06-25,7.9860000000000015,7.9860000000000015,7.9648,7.9588,0,7.9588
2012-06-26,7.9636,7.9636,7.9636,7.9527,0,7.9527
2012-06-27,7.9638,7.9638,7.9638,7.9671,0,7.9671
2012-06-28,7.9674,7.9674,7.9674,7.9812,0,7.9812
2012-06-29,7.9677,7.9677,7.9677,7.9569,0,7.9569
2012-07-02,7.9414,7.9679,7.9414,7.9153,0,7.9153
2012-07-03,7.9693,7.9712,7.9693,7.9915,0,7.9915
2012-07-04,7.9757,7.9757,7.9757,7.956,0,7.956
2012-07-05,7.9638,7.9638,7.9638,7.9979,0,7.9979
2012-07-06,7.9779,7.9779,7.9779,8.0458,0,8.0458
2012-07-09,8.0356,8.0388,7.9817,8.0343,0,8.0343
2012-07-10,7.9838,7.9838,7.9838,7.9744,0,7.9744
2012-07-11,7.9598,7.9598,7.9598,8.023,0,8.023
2012-07-12,7.9602,7.9602,7.9602,7.992000000000001,0,7.992000000000001
2012-07-13,7.9847,7.9847,7.9847,7.9516,0,7.9516
2012-07-16,7.9557,7.976,7.9557,7.9485,0,7.9485
2012-07-17,7.9748,7.9748,7.9748,7.9207,0,7.9207
2012-07-18,7.9502,7.9502,7.9502,7.9723,0,7.9723
2012-07-19,7.971,7.9813,7.971,7.9135,0,7.9135
2012-07-20,7.9666,7.9666,7.9666,7.9844,0,7.9844
2012-07-23,8.0392,8.0395,7.9645,8.0167,0,8.0167
2012-07-24,7.9607,7.9607,7.9607,7.9744,0,7.9744
2012-07-25,7.9608,7.9608,7.9608,7.9835,0,7.9835
2012-07-26,7.9620000000000015,7.9620000000000015,7.9620000000000015,7.9672,0,7.9672
2012-07-27,7.9876,7.9876,7.9876,7.9408,0,7.9408
2012-07-30,7.9846,7.9846,7.9846,7.9742,0,7.9742
2012-07-31,7.9853,7.9853,7.9853,7.9851,0,7.9851
2012-08-01,7.9947,7.9947,7.9947,7.9737,0,7.9737
2012-08-02,7.9978,8.0026,7.9978,8.0463,0,8.0463
2012-08-03,7.9967,7.9967,7.9967,8.0558,0,8.0558
2012-08-06,7.9934,7.9934,7.9923,7.9328,0,7.9328
2012-08-07,7.9846,7.9846,7.9846,7.967,0,7.967
2012-08-08,7.9761,7.9761,7.9761,7.9958,0,7.9958
2012-08-09,7.974,7.974,7.974,7.9722,0,7.9722
2012-08-10,7.9876,7.9876,7.9876,7.983,0,7.983
2012-08-13,7.9899,7.9899,7.9899,7.9729,0,7.9729
2012-08-14,7.9878,7.9878,7.9878,7.9922,0,7.9922
2012-08-15,7.9824,7.9864,7.9824,8.0077,0,8.0077
2012-08-16,7.9825,7.9825,7.9825,7.987,0,7.987
2012-08-17,7.9888,7.9888,7.9888,7.9352,0,7.9352
2012-08-20,7.9929999999999986,7.9929999999999986,7.9929999999999986,8.0027,0,8.0027
2012-08-21,7.9601,7.9865,7.9601,7.9763,0,7.9763
2012-08-22,7.992000000000001,7.992000000000001,7.992000000000001,7.9521,0,7.9521
2012-08-23,7.9981,7.9981,7.9981,7.9432,0,7.9432
2012-08-24,7.9926,7.9926,7.9926,7.9818,0,7.9818
2012-08-27,7.9887,7.9887,7.9887,7.997000000000001,0,7.997000000000001
2012-08-28,7.9988,7.9988,7.9988,8.0073,0,8.0073
2012-08-29,8.0014,8.0014,8.0014,7.9809,0,7.9809
2012-08-30,8.008,8.0083,8.008,8.0196,0,8.0196
2012-08-31,8.0238,8.0238,8.0181,8.0298,0,8.0298
2012-09-03,8.0262,8.0262,8.0262,8.0263,0,8.0263
2012-09-04,8.0729,8.073,8.0729,8.0144,0,8.0144
2012-09-05,8.0057,8.0065,8.0057,8.0853,0,8.0853
2012-09-06,7.9934,7.9934,7.9918,7.9707,0,7.9707
2012-09-07,7.9934,7.9934,7.9793,7.9819,0,7.9819
2012-09-10,7.9305,8.0024,7.9305,7.9148,0,7.9148
2012-09-11,7.9866,7.9866,7.9866,8.019,0,8.019
2012-09-12,7.9927,7.9927,7.9927,7.9506,0,7.9506
2012-09-13,8.0109,8.0109,8.0109,8.0049,0,8.0049
2012-09-14,7.9387,8.0099,7.9387,7.962999999999999,0,7.962999999999999
2012-09-17,8.0153,8.0165,8.0153,7.9995,0,7.9995
2012-09-18,8.0169,8.0169,8.0169,8.0168,0,8.0168
2012-09-19,8.017999999999999,8.017999999999999,8.017999999999999,8.0253,0,8.0253
2012-09-20,8.0207,8.0207,8.0207,7.9943,0,7.9943
2012-09-21,8.0224,8.0224,8.0224,8.0131,0,8.0131
2012-09-24,8.0085,8.0085,8.0085,8.0423,0,8.0423
2012-09-25,8.0304,8.0304,8.0304,7.9966,0,7.9966
2012-09-26,8.0386,8.0386,8.0386,8.0373,0,8.0373
2012-09-27,8.0271,8.0357,8.0271,8.033,0,8.033
2012-09-28,8.0428,8.0428,8.0428,8.009,0,8.009
2012-10-01,8.0385,8.0385,8.0385,8.0794,0,8.0794
2012-10-02,8.0389,8.0389,8.0389,8.0463,0,8.0463
2012-10-03,8.0396,8.0396,8.0396,8.04,0,8.04
2012-10-04,8.0331,8.0431,8.016,8.0401,0,8.0401
2012-10-05,8.0287,8.0287,8.0287,7.9974,0,7.9974
2012-10-08,8.0123,8.0123,8.0123,8.0108,0,8.0108
2012-10-09,8.0191,8.0191,8.0191,8.0034,0,8.0034
2012-10-10,8.0259,8.0259,8.0259,8.0539,0,8.0539
2012-10-11,8.0272,8.0272,8.0272,8.0222,0,8.0222
2012-10-12,8.0322,8.0322,8.0322,8.0188,0,8.0188
2012-10-15,8.0277,8.0277,8.0277,8.0384,0,8.0384
2012-10-16,8.0471,8.0471,8.0471,8.0377,0,8.0377
2012-10-17,8.0513,8.0513,8.0513,7.9982,0,7.9982
2012-10-18,8.0575,8.0625,8.0559,8.0553,0,8.0553
2012-10-19,8.0569,8.0569,8.0569,8.081,0,8.081
2012-10-22,8.0527,8.0573,8.0527,8.0698,0,8.0698
2012-10-23,8.0532,8.0554,8.0532,8.0579,0,8.0579
2012-10-24,8.0534,8.0534,8.052999999999999,8.0668,0,8.0668
2012-10-25,8.0657,8.0668,8.0657,8.0335,0,8.0335
2012-10-26,8.1162,8.1338,8.1162,8.1008,0,8.1008
2012-10-29,8.0723,8.0723,8.0723,8.0209,0,8.0209
2012-10-30,8.0655,8.0655,8.0655,8.0676,0,8.0676
2012-10-31,8.0561,8.0561,8.0561,8.0555,0,8.0555
2012-11-01,8.0795,8.0795,8.0795,8.087,0,8.087
2012-11-02,8.1243,8.1243,8.0564,8.0933,0,8.0933
2012-11-05,8.0756,8.0756,8.0755,8.0859,0,8.0859
2012-11-06,8.076,8.076,8.076,8.0709,0,8.0709
2012-11-07,8.0794,8.0794,8.0794,8.0725,0,8.0725
2012-11-08,8.0748,8.0748,8.0748,8.1028,0,8.1028
2012-11-09,8.0723,8.0723,8.0723,8.0753,0,8.0753
2012-11-12,8.0783,8.0783,8.0783,8.0787,0,8.0787
2012-11-13,8.0745,8.0745,8.0745,8.077,0,8.077
2012-11-14,8.1104,8.1104,8.1104,8.0849,0,8.0849
2012-11-15,8.1126,8.1136,8.1126,8.1142,0,8.1142
2012-11-16,8.0663,8.0663,8.0663,8.1017,0,8.1017
2012-11-19,8.0459,8.0673,8.0459,8.062000000000001,0,8.062000000000001
2012-11-20,8.0528,8.0528,8.0528,8.0647,0,8.0647
2012-11-21,8.0357,8.0357,8.0357,8.0529,0,8.0529
2012-11-22,8.0324,8.0324,8.0324,8.0212,0,8.0212
2012-11-23,8.0487,8.0487,8.0487,8.0304,0,8.0304
2012-11-26,8.0384,8.0384,8.0384,8.0002,0,8.0002
2012-11-27,8.0619,8.0619,8.0619,8.0146,0,8.0146
2012-11-28,8.0599,8.0599,8.0599,8.0707,0,8.0707
2012-11-29,8.0796,8.0796,8.0796,8.0213,0,8.0213
2012-11-30,8.0664,8.0664,8.0664,8.0863,0,8.0863
2012-12-03,8.0812,8.0812,8.0812,8.0677,0,8.0677
2012-12-04,8.079,8.079,8.079,8.067,0,8.067
2012-12-05,8.0764,8.0764,8.0764,8.07,0,8.07
2012-12-06,8.0692,8.0692,8.0692,8.0797,0,8.0797
2012-12-07,8.0539,8.0539,8.0539,8.1301,0,8.1301
2012-12-10,8.0164,8.0164,8.0164,8.0555,0,8.0555
2012-12-11,7.9947,7.9947,7.9947,7.9977,0,7.9977
2012-12-12,7.9839,7.9839,7.9839,7.9842,0,7.9842
2012-12-13,7.9839,7.9839,7.9839,7.9588,0,7.9588
2012-12-14,8.0,8.0,8.0,7.979,0,7.979
2012-12-17,7.957999999999998,7.994,7.957999999999998,7.955,0,7.955
2012-12-18,7.9926,7.9926,7.9926,7.9914,0,7.9914
2012-12-19,7.9966,7.9966,7.9966,7.9693,0,7.9693
2012-12-20,7.9881,7.9881,7.9881,8.0335,0,8.0335
2012-12-21,7.9552,7.9552,7.9552,7.9944,0,7.9944
2012-12-24,7.9074,7.9074,7.9074,7.9674,0,7.9674
2012-12-25,7.9074,7.9295,7.9074,7.9674,0,7.9674
2012-12-26,7.9307,7.9307,7.9307,7.9295,0,7.9295
2012-12-27,7.9623,7.9623,7.9623,7.9055,0,7.9055
2012-12-28,7.9444,7.9444,7.9444,7.977,0,7.977
2012-12-31,7.9435,7.9435,7.9435,7.9212,0,7.9212
2013-01-01,7.923999999999999,7.923999999999999,7.923999999999999,7.9354,0,7.9354
2013-01-02,7.9426,7.9426,7.9303,7.9273,0,7.9273
2013-01-03,7.917000000000002,7.917000000000002,7.917000000000002,7.9825,0,7.9825
2013-01-04,7.9302,7.9302,7.9302,7.9566,0,7.9566
2013-01-07,7.9313,7.9321,7.9313,7.8923,0,7.8923
2013-01-08,7.9322,7.9399,7.9322,7.8806,0,7.8806
2013-01-09,7.9942,7.9942,7.9942,7.9585,0,7.9585
2013-01-10,8.0157,8.0166,8.0153,7.9886,0,7.9886
2013-01-11,8.0161,8.0161,8.0161,7.9094,0,7.9094
2013-01-14,8.0344,8.0344,8.0344,7.966,0,7.966
2013-01-15,8.0243,8.0537,8.0243,8.0269,0,8.0269
2013-01-16,8.056000000000001,8.056000000000001,8.0216,8.0657,0,8.0657
2013-01-17,8.0218,8.0218,8.0218,8.036,0,8.036
2013-01-18,8.021,8.021,8.021,8.0108,0,8.0108
2013-01-21,8.0403,8.0403,8.0199,8.0403,0,8.0403
2013-01-22,8.0225,8.0225,8.0225,8.0176,0,8.0176
2013-01-23,8.0159,8.0159,8.0159,8.0314,0,8.0314
2013-01-24,8.0342,8.0342,8.0342,8.0357,0,8.0357
2013-01-25,8.0159,8.0159,8.0159,8.0078,0,8.0078
2013-01-28,8.0374,8.0374,8.0374,8.0029,0,8.0029
2013-01-29,8.04,8.04,8.0346,8.0311,0,8.0311
2013-01-30,8.0403,8.0403,8.0403,8.0052,0,8.0052
2013-01-31,8.0393,8.0393,8.0393,8.0267,0,8.0267
2013-02-01,8.0197,8.0197,8.0197,8.0238,0,8.0238
2013-02-04,8.0297,8.0386,8.0297,8.0194,0,8.0194
2013-02-05,8.0355,8.0695,8.0355,8.0666,0,8.0666
2013-02-06,8.0163,8.0221,8.0163,8.0248,0,8.0248
2013-02-07,8.0288,8.0288,8.0288,8.0211,0,8.0211
2013-02-08,8.0042,8.0042,8.0042,8.1345,0,8.1345
2013-02-11,8.001,8.001,8.001,8.0348,0,8.0348
2013-02-12,8.0082,8.0082,8.0082,7.9947,0,7.9947
2013-02-13,8.0097,8.0097,8.0097,7.9984,0,7.9984
2013-02-14,8.0213,8.0213,8.0213,8.038,0,8.038
2013-02-15,8.0127,8.0127,8.0127,8.0004,0,8.0004
2013-02-18,8.0073,8.01,8.0053,7.9881,0,7.9881
2013-02-19,8.0229,8.0229,8.0229,8.0086,0,8.0086
2013-02-20,8.0272,8.0272,8.0272,7.9922,0,7.9922
2013-02-21,8.1381,8.1399,8.0219,8.0849,0,8.0849
2013-02-22,8.0308,8.0308,8.0308,8.015,0,8.015
2013-02-25,8.0339,8.0339,8.0339,8.0211,0,8.0211
2013-02-26,8.0174,8.0174,8.0174,8.1606,0,8.1606
2013-02-27,8.0417,8.0417,8.0417,8.0256,0,8.0256
2013-02-28,8.0207,8.0207,8.0207,8.027000000000001,0,8.027000000000001
2013-03-01,8.0503,8.0503,8.0503,8.0563,0,8.0563
2013-03-04,8.0456,8.0456,8.0456,8.0455,0,8.0455
2013-03-05,8.0139,8.0139,8.0139,8.0283,0,8.0283
2013-03-06,8.0356,8.0356,8.032,8.0069,0,8.0069
2013-03-07,8.0217,8.0217,8.0217,8.0724,0,8.0724
2013-03-08,8.0252,8.0252,8.0252,7.9714,0,7.9714
2013-03-11,8.0822,8.0822,8.022,8.09,0,8.09
2013-03-12,8.0143,8.0143,8.0143,8.001,0,8.001
2013-03-13,8.0212,8.0212,8.0212,8.0025,0,8.0025
2013-03-14,8.0178,8.0178,8.0178,8.0488,0,8.0488
2013-03-15,8.0184,8.0184,8.0184,7.9609,0,7.9609
2013-03-18,8.0171,8.0171,8.0171,8.0089,0,8.0089
2013-03-19,8.0242,8.0242,8.0242,8.0144,0,8.0144
2013-03-20,8.0256,8.0256,8.0256,8.0751,0,8.0751
2013-03-21,8.0251,8.0251,8.0251,8.0127,0,8.0127
2013-03-22,8.0286,8.0286,8.0286,8.0422,0,8.0422
2013-03-25,8.0182,8.0182,8.0182,8.0036,0,8.0036
2013-03-26,8.0332,8.0332,8.0332,8.1022,0,8.1022
2013-03-27,8.0413,8.0413,8.039,8.0303,0,8.0303
2013-03-28,8.0369,8.0369,8.0369,8.0326,0,8.0326
2013-03-29,8.0369,8.0369,8.0354,8.0326,0,8.0326
2013-04-01,8.031,8.031,8.031,8.031,0,8.031
2013-04-02,8.0466,8.0466,8.0466,8.031,0,8.031
2013-04-03,8.0266,8.0266,8.0266,8.0549,0,8.0549
2013-04-04,8.0375,8.0375,8.0375,8.0086,0,8.0086
2013-04-05,8.0276,8.0276,8.0276,7.9586,0,7.9586
2013-04-08,8.0349,8.0349,8.0349,8.0276,0,8.0276
2013-04-09,8.026,8.0316,8.026,8.0396,0,8.0396
2013-04-10,8.0277,8.0277,8.0277,8.0027,0,8.0027
2013-04-11,8.0233,8.0233,8.0233,8.0458,0,8.0458
2013-04-12,8.0295,8.0295,8.0295,8.0421,0,8.0421
2013-04-15,8.0321,8.0321,8.0277,7.9998,0,7.9998
2013-04-16,8.0332,8.0332,8.0124,8.0516,0,8.0516
2013-04-17,8.0268,8.0268,8.0268,7.9875,0,7.9875
2013-04-18,8.0308,8.0312,8.0294,8.0939,0,8.0939
2013-04-19,8.0285,8.0365,8.0285,8.0815,0,8.0815
2013-04-22,8.0303,8.0303,8.0266,8.0555,0,8.0555
2013-04-23,8.0224,8.0224,8.0221,8.0166,0,8.0166
2013-04-24,8.0256,8.0256,8.0256,8.0191,0,8.0191
2013-04-25,8.0361,8.0385,8.0361,8.027999999999999,0,8.027999999999999
2013-04-26,8.0698,8.0698,8.0384,8.0744,0,8.0744
2013-04-29,8.0284,8.0284,8.0284,8.02,0,8.02
2013-04-30,8.0083,8.0083,8.0083,8.0223,0,8.0223
2013-05-01,7.994,7.994,7.994,7.9529999999999985,0,7.9529999999999985
2013-05-02,7.9955,7.9955,7.9955,8.0089,0,8.0089
2013-05-03,7.9954,7.9954,7.9954,8.059,0,8.059
2013-05-06,7.9907,7.9907,7.9907,7.9948,0,7.9948
2013-05-07,8.0263,8.0263,8.0263,8.0083,0,8.0083
2013-05-08,8.0018,8.0018,8.0018,8.0569,0,8.0569
2013-05-09,8.0095,8.0095,8.0095,7.9846,0,7.9846
2013-05-10,8.0037,8.0037,7.9912,8.0737,0,8.0737
2013-05-13,8.0153,8.0228,8.0111,8.0091,0,8.0091
2013-05-14,8.0323,8.0323,8.0323,8.0265,0,8.0265
2013-05-15,8.0347,8.0347,8.0347,8.0562,0,8.0562
2013-05-16,8.0295,8.0295,8.0295,8.0231,0,8.0231
2013-05-17,8.0439,8.0439,8.0439,8.016,0,8.016
2013-05-20,8.052999999999999,8.052999999999999,8.052999999999999,8.0576,0,8.0576
2013-05-21,8.0542,8.0542,8.0542,8.0367,0,8.0367
2013-05-22,8.052999999999999,8.052999999999999,8.052999999999999,8.0281,0,8.0281
2013-05-23,8.0368,8.0368,8.0368,8.0994,0,8.0994
2013-05-24,7.9914,8.0351,7.9914,8.008,0,8.008
2013-05-27,8.0492,8.0492,8.0492,8.0544,0,8.0544
2013-05-28,8.0438,8.0438,8.0438,8.0535,0,8.0535
2013-05-29,8.015,8.0158,8.015,8.0927,0,8.0927
2013-05-30,8.0374,8.0374,8.0374,8.024,0,8.024
2013-05-31,8.041,8.041,8.041,7.9992,0,7.9992
2013-06-03,8.0426,8.0426,8.0426,8.0367,0,8.0367
2013-06-04,8.0458,8.0458,8.0458,8.0061,0,8.0061
2013-06-05,8.0464,8.0464,8.0398,8.0527,0,8.0527
2013-06-06,8.045,8.045,8.045,8.0304,0,8.0304
2013-06-07,8.0289,8.0289,8.0289,7.9652,0,7.9652
2013-06-10,8.0289,8.0507,8.0289,7.9652,0,7.9652
2013-06-11,8.0289,8.0507,8.014,7.9652,0,7.9652
2013-06-12,8.0289,8.0507,8.0056,7.9652,0,7.9652
2013-06-13,8.0014,8.0461,8.0014,8.0034,0,8.0034
2013-06-14,8.0243,8.0446,8.0243,8.0213,0,8.0213
2013-06-17,8.0269,8.0509,8.0269,8.0282,0,8.0282
2013-06-18,8.0559,8.0559,8.0559,8.0365,0,8.0365
2013-06-19,8.0579,8.0579,8.0579,8.0436,0,8.0436
2013-06-20,8.0547,8.0547,8.0547,8.1192,0,8.1192
2013-06-21,8.0345,8.0445,8.0345,8.045,0,8.045
2013-06-24,8.1107,8.1107,8.0439,8.0989,0,8.0989
2013-06-25,8.0375,8.0375,8.0375,8.0334,0,8.0334
2013-06-26,8.0327,8.0327,8.0327,8.0671,0,8.0671
2013-06-27,8.0405,8.0474,8.0405,8.0429,0,8.0429
2013-06-28,8.0406,8.0465,8.0406,8.037,0,8.037
2013-07-01,8.0821,8.0821,8.0501,8.0839,0,8.0839
2013-07-02,8.035,8.0463,8.035,8.0358,0,8.0358
2013-07-03,8.0448,8.0448,8.0448,8.077,0,8.077
2013-07-04,8.0167,8.0322,8.0167,8.0147,0,8.0147
2013-07-05,8.0472,8.0472,8.0472,8.0935,0,8.0935
2013-07-08,8.0809,8.0809,8.0474,8.0774,0,8.0774
2013-07-09,8.0378,8.0441,8.0378,8.0381,0,8.0381
2013-07-10,8.0429,8.0429,8.0429,8.0938,0,8.0938
2013-07-11,8.0426,8.0426,8.0426,7.9425,0,7.9425
2013-07-12,8.0199,8.0567,8.0199,8.0226,0,8.0226
2013-07-15,8.0443,8.0463,8.0443,8.0319,0,8.0319
2013-07-16,8.0246,8.0473,8.0246,8.0243,0,8.0243
2013-07-17,8.0502,8.0502,8.0502,8.021,0,8.021
2013-07-18,8.0385,8.0385,8.0385,8.0618,0,8.0618
2013-07-19,8.0384,8.0384,8.0384,8.0312,0,8.0312
2013-07-22,8.0273,8.0426,8.0242,8.0273,0,8.0273
2013-07-23,8.0293,8.0293,8.0293,8.0373,0,8.0373
2013-07-24,8.0267,8.0267,8.0267,8.0004,0,8.0004
2013-07-25,8.0296,8.0296,8.0296,8.0473,0,8.0473
2013-07-26,8.0224,8.0224,8.0224,7.982,0,7.982
2013-07-29,8.026,8.026,8.026,8.0212,0,8.0212
2013-07-30,8.0212,8.0212,8.0212,8.0387,0,8.0387
2013-07-31,8.0043,8.0043,8.0043,8.0282,0,8.0282
2013-08-01,8.0352,8.0352,8.0352,7.9764,0,7.9764
2013-08-02,8.0316,8.0316,8.0316,8.0559,0,8.0559
2013-08-05,8.0331,8.0331,8.0331,7.9858,0,7.9858
2013-08-06,8.0189,8.0189,8.0189,8.0398,0,8.0398
2013-08-07,8.0086,8.0086,8.0086,7.9953,0,7.9953
2013-08-08,8.0046,8.0046,8.0046,7.9849,0,7.9849
2013-08-09,8.0089,8.0089,8.0089,7.9912,0,7.9912
2013-08-12,8.0104,8.0129,8.0104,8.0286,0,8.0286
2013-08-13,8.0075,8.0075,8.0075,8.0111,0,8.0111
2013-08-14,8.01,8.01,8.01,8.0289,0,8.0289
2013-08-15,8.0129,8.0129,8.0129,8.0038,0,8.0038
2013-08-16,8.0179,8.0179,8.0179,7.9742,0,7.9742
2013-08-19,8.0204,8.0206,8.0204,8.0219,0,8.0219
2013-08-20,8.0273,8.0273,8.0273,8.0344,0,8.0344
2013-08-21,8.0217,8.0217,8.0217,8.0026,0,8.0026
2013-08-22,8.0243,8.0243,8.0243,8.046,0,8.046
2013-08-23,8.0224,8.0224,8.0224,7.9929999999999986,0,7.9929999999999986
2013-08-26,8.0223,8.0223,8.0223,8.0091,0,8.0091
2013-08-27,8.0179,8.0179,8.0179,8.019,0,8.019
2013-08-28,8.0206,8.0206,8.0199,7.9896,0,7.9896
2013-08-29,8.017000000000001,8.017000000000001,8.017000000000001,8.0231,0,8.0231
2013-08-30,8.017999999999999,8.017999999999999,8.017999999999999,8.0298,0,8.0298
2013-09-02,8.0241,8.0337,8.0241,8.043,0,8.043
2013-09-03,8.0306,8.0306,8.0306,8.0428,0,8.0428
2013-09-04,8.0394,8.0394,8.0394,8.0334,0,8.0334
2013-09-05,8.0618,8.0618,8.0618,8.0277,0,8.0277
2013-09-06,8.0569,8.0569,8.0569,8.118,0,8.118
2013-09-09,8.0546,8.0546,8.0546,8.0191,0,8.0191
